#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-19T20:11:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ba2acb523c60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#
#
#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
KIC	Teff	log(g)	Mass	Prot	e_Prot	n_Prot
10484675	6412	 4.63	 1.2438	 4.432	 0.013	
10484789	4831	 4.36	 0.7901	24.562	 0.524	
10485184	5445	 4.78	 0.9501	 8.135	 0.014	
10485272	5259	 4.73	 0.9013	30.519	 1.211	
10485834	5829	 4.76	 1.0561	12.048	 0.047	
10485922	4431	 4.59	 0.6808	29.603	 0.229	
10485978	4924	 4.56	 0.8145	23.862	 0.375	
10486050	6026	 4.41	 1.1150	 5.427	 0.010	
10486303	5328	 4.25	 0.9193	24.436	 0.454	
10486315	5896	 4.56	 1.0757	13.844	 1.368	
10487072	5732	 4.72	 1.0283	13.192	 0.633	
10487534	4711	 4.51	 0.7583	35.972	 0.425	
10487620	5064	 4.47	 0.8508	31.924	 1.986	
10487634	5608	 4.60	 0.9939	12.596	 0.031	
10487642	5903	 4.60	 1.0778	 6.211	 0.016	
10487701	5799	 4.51	 1.0474	23.514	 1.575	
10487955	4963	 4.00	 0.8247	10.753	 0.066	
10488071	5805	 4.67	 1.0491	 5.393	 0.009	
10488080	4446	 4.46	 0.6851	21.990	 0.063	
10488091	6340	 4.36	 1.2182	 5.117	 0.120	SM1
10488161	5827	 4.25	 1.0555	 2.840	 0.015	
10488229	5804	 4.40	 1.0488	 6.413	 0.084	
10488525	5519	 4.37	 0.9698	16.340	 0.036	
10488688	4770	 4.49	 0.7740	41.337	 2.704	SM1
10489060	5560	 4.53	 0.9809	17.297	 0.219	
10489402	5598	 4.72	 0.9912	11.082	 0.033	
10489544	4968	 4.57	 0.8260	17.577	 0.055	
10489814	5436	 4.72	 0.9477	 3.198	 0.005	
10490179	5162	 4.66	 0.8762	16.633	 0.089	
10490282	5319	 4.56	 0.9169	 0.789	 0.003	
10490710	5518	 4.28	 0.9696	14.081	 0.797	
10490757	5758	 4.60	 1.0357	13.109	 0.144	
10491129	5521	 4.62	 0.9704	 6.782	 0.010	
10491292	4670	 4.25	 0.7472	36.869	 1.597	
10491580	5892	 4.52	 1.0745	 7.019	 1.717	
10491599	5445	 4.50	 0.9501	18.298	 3.650	
10492057	5499	 4.57	 0.9645	 8.461	 0.012	
10492540	5442	 4.68	 0.9493	16.566	 0.027	
10492898	5276	 4.32	 0.9057	25.695	 4.420	
10493278	5782	 4.46	 1.0425	 8.064	 0.120	
10493471	5969	 4.37	 1.0975	 1.268	 0.018	
10513142	4779	 4.48	 0.7764	39.079	 5.733	
10513604	4752	 4.43	 0.7692	31.895	 1.098	
10513696	5094	 4.78	 0.8586	31.595	 0.133	
10513712	5089	 4.39	 0.8573	31.337	 0.878	
10514084	5034	 4.07	 0.8431	27.771	 0.158	
10514169	4943	 4.32	 0.8195	33.165	 0.622	
10514274	5912	 4.11	 1.0804	14.024	 0.552	
10514291	4745	 4.23	 0.7674	34.641	 0.763	
10514529	4605	 4.47	 0.7295	22.897	 0.192	
10514584	5025	 4.52	 0.8407	16.830	 0.025	
10514618	5228	 4.57	 0.8933	12.926	 0.047	
10514636	5403	 4.55	 0.9390	17.943	 0.995	
10514649	5427	 4.39	 0.9453	24.205	 0.079	
10514730	5672	 4.63	 1.0116	17.122	 0.238	
10515183	4787	 4.58	 0.7785	10.660	 0.006	
10515199	4957	 4.46	 0.8231	28.809	 1.195	
10515282	5403	 4.31	 0.9390	17.261	 0.176	
10515886	5125	 4.86	 0.8666	22.867	 0.493	
10515921	5267	 4.60	 0.9034	 6.798	 0.068	
10515924	4424	 4.55	 0.6788	10.490	 0.100	
10515934	4951	 4.52	 0.8215	12.175	 0.250	
10515953	5084	 4.68	 0.8560	30.804	 5.153	
10515995	4489	 4.61	 0.6973	26.800	 0.187	
10516029	5361	 4.11	 0.9279	24.837	 4.489	
10516401	5939	 4.24	 1.0885	14.921	 0.072	
10516426	5356	 4.28	 0.9266	 9.374	 0.031	
10516532	5418	 4.55	 0.9429	22.784	 0.447	
10516589	4703	 4.02	 0.7561	18.622	 0.019	
10517362	5877	 4.11	 1.0701	13.374	 1.290	
10517499	5361	 4.51	 0.9279	12.188	 0.030	
10517766	5591	 4.41	 0.9893	19.688	 3.221	
10517972	5095	 4.37	 0.8588	18.837	 0.167	
10518125	6194	 4.30	 1.1686	 2.309	 0.011	
10518551	5988	 4.14	 1.1033	20.975	 0.104	
10518563	4614	 4.73	 0.7320	28.532	 1.364	
10518739	5038	 4.46	 0.8441	16.379	 0.144	
10518878	5049	 4.70	 0.8470	22.720	 0.322	
10519701	5850	 4.50	 1.0622	 6.693	 0.010	
10521833	5185	 4.69	 0.8821	24.245	 2.651	
10522041	5391	 4.64	 0.9358	 6.893	 0.020	
10522136	5601	 4.61	 0.9920	20.952	 0.189	
10522251	5127	 4.67	 0.8671	21.686	 0.226	
10522264	6336	 4.24	 1.2168	 4.472	 0.023	
10524994	5747	 4.49	 1.0326	11.860	 0.080	
10525175	6141	 4.50	 1.1513	10.017	 0.046	
10525241	5488	 4.45	 0.9615	22.157	 1.236	
10525378	5456	 4.49	 0.9530	22.906	 0.415	
10525463	4768	 4.43	 0.7735	16.613	 0.081	
10525682	4781	 4.66	 0.7769	28.479	 0.332	
10525848	5931	 4.67	 1.0861	15.077	 0.810	
10526046	6323	 4.25	 1.2123	18.916	 0.193	
10526136	4799	 4.35	 0.7817	13.010	 0.018	
10526152	4899	 4.63	 0.8080	12.578	 0.021	
10526298	5581	 4.37	 0.9866	23.100	 4.207	
10526482	5574	 4.49	 0.9847	19.091	 0.046	
10526682	5817	 4.62	 1.0526	17.500	 0.621	
10526815	5825	 4.55	 1.0549	10.717	 2.144	
10526835	5493	 4.67	 0.9629	24.354	 0.268	
10526959	5198	 4.57	 0.8855	25.985	 0.368	
10527098	6334	 4.23	 1.2161	 7.762	 0.096	
10527150	4987	 4.39	 0.8309	28.751	 1.386	
10527200	5109	 4.67	 0.8625	32.803	 1.789	
10527275	6228	 4.50	 1.1799	 1.984	 0.018	
10527540	4639	 4.54	 0.7388	12.340	 0.009	
10527775	6045	 4.32	 1.1209	18.613	 0.022	
10527793	4972	 4.45	 0.8270	 7.824	 0.007	
10527855	5416	 4.77	 0.9424	45.978	 0.057	
10527898	5745	 4.55	 1.0320	10.277	 0.049	
10527954	5279	 4.39	 0.9065	21.853	 0.339	
10528093	5143	 4.53	 0.8713	12.232	 0.009	
10528194	5266	 4.18	 0.9031	21.854	 4.540	
10528227	5843	 4.62	 1.0601	20.142	 0.464	
10528243	4871	 4.38	 0.8007	10.638	 0.269	
10528315	5923	 4.50	 1.0837	17.914	 0.134	
10528530	5444	 4.87	 0.9498	10.958	 0.050	
10528691	4926	 4.44	 0.8150	27.181	 0.293	
10528932	5305	 4.56	 0.9133	21.539	 0.027	
10529126	5312	 4.46	 0.9151	22.280	 0.267	
10529155	6193	 4.34	 1.1683	 7.054	 0.187	
10529174	4680	 4.51	 0.7499	31.058	 0.131	
10529176	4860	 4.46	 0.7978	17.456	 0.216	
10529186	4968	 4.55	 0.8260	26.058	 2.422	
10529310	5525	 4.27	 0.9714	 8.544	 0.011	
10529366	5523	 4.32	 0.9709	10.464	 0.050	
10529379	5654	 4.34	 1.0066	19.058	 0.516	
10529637	5561	 4.67	 0.9811	15.886	 0.103	
10532030	5121	 4.41	 0.8656	22.059	 0.029	
10532731	5214	 4.42	 0.8896	21.735	 0.974	
10533222	5658	 4.28	 1.0077	24.338	 0.528	
10534553	5317	 4.63	 0.9164	13.630	 0.057	
10534565	5187	 4.44	 0.8826	34.075	 0.696	
10534721	5735	 4.54	 1.0292	21.806	 0.402	
10535424	4954	 4.43	 0.8223	 0.885	 0.004	
10535599	5105	 4.54	 0.8614	21.236	 0.121	
10535616	5460	 4.54	 0.9541	23.001	 0.439	
10535696	4697	 4.40	 0.7545	32.794	 0.754	
10536033	5037	 4.48	 0.8438	11.522	 0.066	
10536375	5294	 4.45	 0.9104	33.092	 4.869	
10536936	4842	 4.40	 0.7930	11.894	 0.169	
10537061	5078	 4.11	 0.8545	 1.279	 0.003	
10537283	4863	 4.34	 0.7986	19.307	 1.174	
10537290	5347	 4.39	 0.9243	22.426	 4.328	
10537419	4934	 4.53	 0.8171	26.402	 1.019	
10537475	5341	 4.59	 0.9227	 8.618	 0.013	
10537503	5909	 4.41	 1.0795	23.399	 0.249	
10537909	5540	 4.12	 0.9755	22.936	 0.699	
10537999	6220	 4.45	 1.1772	 8.521	 0.258	
10538166	5604	 4.73	 0.9928	15.631	 0.084	
10538556	5601	 4.62	 0.9920	24.919	 3.216	
10538605	5574	 4.62	 0.9847	 9.214	 0.030	
10538713	5656	 4.35	 1.0071	20.176	 0.716	
10538911	5678	 3.93	 1.0132	33.829	 0.885	
10538915	5163	 4.37	 0.8764	27.479	 2.361	
10544624	5050	 4.43	 0.8472	14.253	 0.005	
10544687	6121	 4.74	 1.1449	 5.844	 0.088	
10544691	5286	 4.19	 0.9083	 6.872	 0.004	
10544826	5000	 4.77	 0.8343	20.869	 0.435	
10544828	6023	 4.58	 1.1141	 6.129	 0.062	
10545093	5300	 3.79	 0.9120	 6.669	 0.007	
10545098	5377	 4.73	 0.9321	 6.665	 0.009	
10545305	5305	 4.63	 0.9133	14.569	 0.044	
10545804	5005	 4.54	 0.8356	 8.616	 0.041	
10545890	4752	 4.57	 0.7692	11.231	 0.016	
10546017	6411	 4.35	 1.2435	 3.134	 0.053	
10546099	5867	 4.39	 1.0671	 7.310	 0.172	
10546271	5567	 4.97	 0.9828	25.304	 0.171	
10546300	6167	 4.37	 1.1598	 5.622	 0.010	
10546402	5090	 4.53	 0.8576	 6.899	 0.004	
10546442	6261	 4.72	 1.1910	 5.323	 0.218	
10546472	6046	 4.63	 1.1212	 4.298	 0.007	
10546535	5380	 4.86	 0.9329	24.397	 0.034	
10546601	4934	 4.66	 0.8171	22.795	 0.129	
10546745	4648	 4.61	 0.7413	24.359	 0.297	
10546982	4910	 4.58	 0.8109	31.090	 3.285	
10547015	6020	 4.59	 1.1131	12.612	 0.346	
10547207	5782	 4.49	 1.0425	20.587	 2.835	
10547297	4801	 4.57	 0.7822	34.708	 0.550	
10547601	5536	 4.43	 0.9744	42.676	 6.620	
10547685	6165	 4.16	 1.1591	 2.784	 0.004	
10547856	6335	 4.65	 1.2165	 9.382	 0.160	
10548004	5937	 4.55	 1.0879	13.761	 0.173	
10548123	4691	 4.38	 0.7529	12.163	 0.091	
10548253	5519	 4.46	 0.9698	21.654	 0.257	
10548822	5211	 4.50	 0.8889	23.611	 5.162	
10548868	4901	 4.40	 0.8085	36.443	 6.182	
10549248	6066	 4.41	 1.1275	17.901	 0.481	
10549379	5595	 4.94	 0.9904	23.496	 0.332	
10549395	5093	 4.58	 0.8583	24.025	 0.069	
10549404	5980	 4.50	 1.1009	 7.028	 0.022	
10549776	5449	 4.48	 0.9511	35.284	 0.557	
10549839	5737	 4.54	 1.0298	56.918	11.660	
10549874	5443	 4.43	 0.9495	 4.709	 0.005	
10549942	5619	 4.52	 0.9969	11.615	 0.029	
10550039	4679	 4.53	 0.7497	23.515	 0.271	
10550312	5749	 4.70	 1.0331	14.334	 2.674	
10550390	5362	 4.53	 0.9282	27.616	 5.074	
10550660	5115	 4.56	 0.8640	 0.889	 0.005	
10550665	5261	 4.47	 0.9018	22.168	 0.112	
10551328	5578	 4.89	 0.9858	22.044	 0.076	
10551457	5442	 4.93	 0.9493	 5.927	 0.019	
10551665	5876	 4.53	 1.0698	 6.722	 0.019	
10551707	6310	 4.31	 1.2078	 5.431	 0.023	
10551964	5859	 4.51	 1.0648	12.884	 0.025	
10551989	5170	 4.67	 0.8782	 8.012	 0.087	
10552017	4480	 4.55	 0.6947	28.317	 0.124	
10552320	6410	 4.54	 1.2431	 4.531	 0.089	
10552390	5547	 4.63	 0.9774	32.554	 1.546	
10552673	5807	 4.60	 1.0497	 7.831	 0.018	
10552697	5543	 4.66	 0.9763	17.475	 0.168	
10552727	4808	 4.81	 0.7841	11.098	 0.009	
10552886	5761	 4.66	 1.0366	20.544	 0.568	
10553017	4989	 4.39	 0.8314	 0.488	 0.004	
10553049	5913	 4.54	 1.0807	23.106	 1.384	
10553052	5183	 4.62	 0.8816	20.439	 0.490	
10553107	5405	 4.75	 0.9395	 6.343	 0.010	
10553199	4638	 4.73	 0.7385	12.917	 0.039	
10553397	6164	 4.48	 1.1588	13.999	 0.046	
10553526	5705	 4.44	 1.0208	11.356	 0.011	
10553563	4638	 4.45	 0.7385	26.055	 0.093	
10553769	5087	 4.41	 0.8568	 1.271	 0.003	
10553803	5477	 4.54	 0.9586	14.125	 0.038	
10554117	4953	 4.57	 0.8221	24.737	 0.085	
10554118	6102	 4.42	 1.1388	15.662	 3.131	
10554356	4953	 4.78	 0.8221	27.299	 0.172	SM1
10554425	5715	 4.51	 1.0236	10.306	 0.051	
10555288	6006	 4.28	 1.1088	 6.496	 0.009	
10555438	5351	 4.66	 0.9253	17.187	 0.228	
10555700	4936	 4.34	 0.8176	33.148	 0.845	
10555879	5502	 4.47	 0.9653	17.606	 0.139	
10556022	4841	 4.61	 0.7928	27.474	 2.255	
10556342	5605	 4.11	 0.9931	14.347	 0.034	
10556443	6243	 4.57	 1.1849	13.218	 0.112	
10556466	4613	 4.34	 0.7317	37.363	 6.984	
10556524	5292	 4.59	 0.9099	 7.755	 0.005	
10556725	4782	 4.43	 0.7772	27.126	 3.280	
10556904	5277	 4.42	 0.9060	29.996	 0.412	
10557213	5169	 4.40	 0.8780	14.526	 0.066	
10557244	5033	 4.30	 0.8428	15.486	 0.053	
10557255	5979	 4.11	 1.1006	 3.014	 0.676	
10557423	5321	 4.47	 0.9175	14.378	 0.054	
10578573	5953	 4.49	 1.0927	11.402	 0.403	
10578903	4622	 4.35	 0.7342	32.929	 4.078	
10578972	5128	 4.65	 0.8674	27.376	 0.932	
10579103	5082	 4.51	 0.8555	33.918	 1.052	
10579183	5621	 4.56	 0.9975	21.707	 0.179	
10579205	5331	 4.40	 0.9201	 5.139	 0.010	
10579294	6292	 4.24	 1.2016	 5.178	 0.014	
10579337	4780	 4.36	 0.7767	22.822	 0.292	
10579554	5074	 4.57	 0.8534	28.985	 4.222	
10579993	5194	 4.25	 0.8845	17.472	 0.041	
10580460	4405	 4.56	 0.6733	16.728	 0.647	
10580913	5178	 4.16	 0.8803	16.808	 0.174	
10581256	5413	 4.39	 0.9416	13.603	 0.027	
10582534	5475	 4.00	 0.9580	10.285	 0.062	
10582569	5232	 4.16	 0.8943	 7.790	 0.024	
10582773	5477	 4.10	 0.9586	 4.467	 0.019	
10583310	5647	 4.60	 1.0046	 8.441	 0.044	
10583379	5743	 4.36	 1.0315	 3.731	 0.003	
10583513	5477	 4.54	 0.9586	10.159	 0.021	
10583563	5284	 4.35	 0.9078	27.186	 1.589	
10584006	4688	 4.57	 0.7521	15.521	 0.019	
10584160	5335	 4.53	 0.9211	33.983	 1.149	
10584196	5136	 4.56	 0.8694	11.918	 0.089	
10585920	4579	 4.47	 0.7224	14.326	 0.043	
10585938	5665	 4.49	 1.0096	21.323	 2.077	
10585974	4418	 4.52	 0.6770	20.367	 0.088	
10586073	5388	 4.53	 0.9350	16.476	 0.040	
10586351	5858	 4.36	 1.0645	15.820	 0.298	
10586745	5292	 4.94	 0.9099	17.967	 0.141	
10586847	4833	 4.52	 0.7907	14.945	 0.029	
10587067	4621	 4.54	 0.7339	16.758	 0.081	
10587245	5418	 4.61	 0.9429	18.257	 0.231	
10587610	4997	 4.48	 0.8335	21.984	 0.120	
10587692	5389	 4.43	 0.9353	19.552	 0.650	
10589821	5158	 4.58	 0.8751	13.051	 0.118	
10590054	6206	 4.26	 1.1726	 2.090	 0.005	
10590277	4649	 4.72	 0.7415	29.036	 0.648	
10590285	5666	 4.39	 1.0099	10.587	 0.053	
10590455	5462	 4.33	 0.9546	 9.546	 0.033	
10590599	5206	 4.50	 0.8876	19.224	 0.111	
10590843	4750	 4.36	 0.7687	30.453	 0.138	
10591215	5164	 4.73	 0.8767	29.823	 3.164	
10591310	5442	 3.98	 0.9493	65.805	 0.825	
10591375	4683	 4.37	 0.7507	14.918	 0.013	
10591875	6347	 4.47	 1.2207	 3.787	 0.006	
10591921	5140	 4.39	 0.8705	30.685	 0.110	
10592054	5486	 4.41	 0.9610	30.204	 0.346	
10592106	5742	 4.45	 1.0312	10.285	 0.402	
10592295	5365	 4.45	 0.9290	28.311	 4.314	
10592371	5107	 4.38	 0.8619	18.687	 0.047	
10592444	5075	 4.45	 0.8537	27.939	 0.519	
10592535	4443	 4.57	 0.6842	36.462	 0.630	
10592572	4610	 4.36	 0.7309	37.720	 1.999	
10592683	4445	 4.86	 0.6848	17.725	 0.026	
10592737	5484	 4.50	 0.9604	26.947	 0.193	
10592793	6490	 4.26	 1.2725	 4.745	 0.056	
10593098	5129	 4.23	 0.8676	 7.579	 0.013	
10593297	5554	 4.44	 0.9793	 7.782	 0.039	
10593351	5721	 3.73	 1.0252	18.027	 0.430	
10593671	5337	 4.59	 0.9216	22.450	 0.435	
10593790	5711	 4.61	 1.0224	21.857	 0.447	
10593850	5303	 4.65	 0.9128	24.818	 0.524	
10594040	5809	 4.34	 1.0503	 5.497	 0.025	
10594312	6080	 4.21	 1.1319	11.067	 0.111	
10596511	5083	 4.36	 0.8557	32.806	 7.280	
10597391	4975	 4.54	 0.8278	 8.980	 0.039	
10597450	4651	 4.39	 0.7421	23.132	 0.211	
10597555	5033	 4.59	 0.8428	11.308	 0.029	
10597569	5369	 4.46	 0.9300	28.965	 6.039	
10597649	4556	 4.84	 0.7160	19.584	 0.019	
10597759	5527	 4.55	 0.9720	24.485	 0.122	
10598045	4749	 4.13	 0.7684	18.045	 0.136	
10598186	4574	 4.57	 0.7210	27.370	 0.199	
10598279	6057	 4.49	 1.1246	12.608	 0.081	
10598424	5469	 4.32	 0.9565	20.929	 0.085	
10599040	5173	 4.42	 0.8790	16.641	 0.328	
10599496	5288	 4.56	 0.9088	32.281	 0.495	
10599800	4592	 4.41	 0.7260	16.923	 0.074	
10599856	4832	 4.41	 0.7904	24.204	 4.015	
10600113	5315	 4.60	 0.9159	 7.933	 0.040	
10600160	5350	 4.46	 0.9250	20.889	 0.102	
10600218	5748	 4.36	 1.0329	19.090	 0.134	
10600713	5586	 4.36	 0.9879	18.658	 0.124	
10600742	4462	 4.60	 0.6896	34.564	 7.050	
10600816	5017	 4.51	 0.8387	25.055	 0.233	
10600885	5694	 4.23	 1.0177	13.886	 0.019	
10601063	5033	 4.55	 0.8428	11.555	 0.130	
10601119	5952	 4.40	 1.0924	13.875	 0.480	
10601449	5661	 4.84	 1.0085	24.445	 1.043	
10601586	6160	 4.35	 1.1575	 9.493	 0.173	
10601683	6099	 4.17	 1.1379	13.253	 0.097	
10601797	5280	 4.98	 0.9068	25.442	 0.284	
10602265	4609	 4.43	 0.7306	19.806	 0.284	
10602536	4433	 4.61	 0.6813	27.048	 0.306	
10603101	5491	 4.44	 0.9623	16.570	 0.252	
10603247	5572	 4.52	 0.9841	16.284	 1.035	
10603470	5565	 4.41	 0.9822	12.184	 0.018	
10603741	5542	 4.39	 0.9760	22.183	 0.257	
10603757	5078	 4.74	 0.8545	23.357	 0.334	
10604119	5656	 4.55	 1.0071	11.965	 0.105	
10604816	5370	 4.45	 0.9303	27.514	 3.475	
10605103	5856	 4.78	 1.0639	11.153	 0.079	
10609295	5376	 3.86	 0.9319	54.824	 0.540	
10609814	6413	 4.08	 1.2442	 2.860	 0.031	
10609977	5576	 4.75	 0.9852	24.028	 0.737	
10610065	5671	 4.53	 1.0113	22.629	 0.429	
10610096	6212	 4.57	 1.1746	19.226	 0.041	
10610107	4809	 4.29	 0.7843	22.908	 0.148	
10610218	5624	 4.89	 0.9983	12.164	 0.038	
10610278	6445	 4.59	 1.2559	 3.618	 0.059	
10610298	5528	 4.17	 0.9722	30.309	 0.631	
10610702	5618	 4.82	 0.9967	 3.930	 0.025	
10611035	4459	 4.61	 0.6888	12.489	 0.021	
10611207	6386	 4.29	 1.2345	 8.061	 1.690	
10611331	4749	 4.52	 0.7684	14.478	 0.117	
10611358	5674	 4.67	 1.0121	15.185	 0.054	
10611513	5486	 4.82	 0.9610	10.647	 0.064	
10611703	5675	 5.00	 1.0124	17.000	 0.350	
10611771	4646	 4.16	 0.7407	25.172	 0.442	
10611888	5756	 4.52	 1.0351	16.144	 0.290	
10611897	5090	 4.59	 0.8576	 8.837	 0.005	
10611919	5447	 4.42	 0.9506	11.603	 0.112	
10612005	5078	 4.44	 0.8545	12.741	 0.005	
10612076	5114	 4.40	 0.8638	14.859	 0.094	
10612164	5178	 4.77	 0.8803	12.148	 2.612	
10613120	5791	 4.37	 1.0451	17.627	 0.421	
10613242	5909	 4.47	 1.0795	 4.013	 0.140	
10613426	5796	 4.61	 1.0465	18.116	 0.277	
10613494	6080	 4.29	 1.1319	11.432	 0.243	
10613698	6029	 4.80	 1.1159	12.901	 0.325	
10613792	4760	 4.59	 0.7714	31.542	 0.586	
10613807	6173	 4.38	 1.1617	 8.960	 1.267	
10613834	5142	 4.67	 0.8710	27.641	 0.792	
10613866	5486	 4.55	 0.9610	23.120	 0.201	
10613872	6069	 4.58	 1.1284	 8.422	 0.020	
10614021	5216	 4.84	 0.8901	12.970	 0.010	
10614046	5513	 4.07	 0.9682	15.212	 0.014	
10614094	5957	 4.22	 1.0939	 7.981	 0.136	
10614109	5541	 4.35	 0.9757	18.551	 0.256	
10614141	5617	 4.88	 0.9964	 9.090	 0.008	
10614184	5359	 4.62	 0.9274	19.006	 0.072	
10614725	5904	 4.57	 1.0780	16.346	 0.348	
10614824	4579	 4.46	 0.7224	18.221	 0.369	
10614845	4802	 4.45	 0.7825	 7.550	 0.010	SM2
10614852	5617	 4.90	 0.9964	16.595	 0.090	
10614877	5232	 4.36	 0.8943	20.401	 0.140	
10614890	5084	 4.55	 0.8560	 0.997	 0.006	
10614972	5393	 4.68	 0.9363	 7.662	 0.030	
10615186	5508	 4.87	 0.9669	17.228	 0.073	
10615191	6018	 4.73	 1.1125	15.356	 2.086	
10616140	5682	 4.37	 1.0143	13.414	 0.108	
10616253	5533	 4.58	 0.9736	14.943	 0.014	
10616306	6076	 4.57	 1.1306	 4.314	 0.029	
10616450	5877	 3.98	 1.0701	14.473	 0.670	
10616716	5011	 4.57	 0.8371	29.086	 0.935	
10616721	5961	 4.56	 1.0951	 4.737	 0.022	
10617164	5742	 4.73	 1.0312	13.705	 0.094	
10617226	4881	 4.73	 0.8033	14.935	 0.792	
10617972	5796	 4.60	 1.0465	11.683	 0.008	
10618078	6349	 4.33	 1.2214	 4.564	 0.022	
10618260	5700	 4.30	 1.0194	25.425	 0.862	
10618349	6166	 4.61	 1.1594	 3.844	 0.039	
10618456	4842	 4.61	 0.7930	 9.179	 0.009	
10618475	5106	 4.53	 0.8617	17.385	 0.111	
10618738	5138	 4.50	 0.8700	12.230	 2.505	
10619321	6434	 3.71	 1.2518	 1.780	 0.014	
10619451	4958	 4.60	 0.8234	14.679	 0.034	
10619779	5345	 4.71	 0.9237	24.609	 1.426	
10619800	6340	 4.18	 1.2182	11.049	 0.056	SM1
10619812	5205	 4.29	 0.8873	13.287	 0.029	
10620051	6000	 4.31	 1.1070	12.884	 0.101	
10620179	5989	 3.77	 1.1036	 9.223	 0.080	
10620308	5431	 4.48	 0.9464	 8.141	 0.700	
10620357	5383	 4.41	 0.9337	25.225	 3.844	
10620780	5035	 4.49	 0.8433	32.082	 0.336	
10621205	5505	 4.29	 0.9661	25.280	 1.285	
10621302	4470	 4.41	 0.6919	13.620	 0.037	
10621718	5096	 4.45	 0.8591	26.048	 0.576	
10621910	4843	 4.41	 0.7933	 8.441	 0.021	
10621949	5858	 4.60	 1.0645	14.171	 1.776	
10621981	5268	 4.66	 0.9036	26.529	 0.652	
10644321	6046	 4.15	 1.1212	 8.493	 0.221	
10644651	5512	 4.59	 0.9679	20.342	 3.300	
10644942	5297	 4.61	 0.9112	26.645	 1.797	
10645298	5063	 4.24	 0.8506	26.822	 0.141	
10645673	5037	 4.38	 0.8438	20.456	 0.138	
10645991	5854	 4.41	 1.0633	18.155	 2.526	
10646426	4601	 4.21	 0.7284	23.838	 0.210	
10646889	5483	 4.44	 0.9602	 5.021	 0.057	
10647576	6070	 4.15	 1.1287	24.015	 0.645	
10647912	4820	 4.37	 0.7872	33.704	 0.242	
10649346	4947	 4.51	 0.8205	22.700	 0.028	
10649355	4513	 4.63	 0.7040	13.736	 0.025	
10649562	5224	 4.29	 0.8922	22.114	 0.079	
10651436	5441	 4.85	 0.9490	24.422	 0.139	
10651523	5262	 4.72	 0.9021	13.964	 0.034	
10651911	5654	 4.48	 1.0066	20.561	 0.242	
10651917	5283	 4.62	 0.9075	22.317	 1.018	
10651972	5768	 4.45	 1.0385	20.898	 0.387	
10652091	5421	 4.45	 0.9437	28.076	 0.696	
10652321	5190	 4.47	 0.8834	19.501	 0.039	
10652379	6464	 4.19	 1.2628	 3.316	 0.004	
10652562	5198	 4.39	 0.8855	 8.192	 0.036	
10652645	5207	 4.35	 0.8878	21.037	 0.412	
10652804	6078	 4.33	 1.1312	 8.797	 1.888	
10653216	4842	 4.16	 0.7930	34.411	 1.161	
10655952	5699	 4.48	 1.0191	20.128	 0.534	
10655953	6376	 4.15	 1.2309	 6.541	 0.180	
10656320	5332	 4.54	 0.9203	26.407	 2.099	
10656897	5729	 4.51	 1.0275	11.141	 0.036	
10657112	5299	 4.70	 0.9117	33.550	 0.461	
10657505	5925	 4.45	 1.0843	 9.535	 0.022	
10657737	5283	 4.55	 0.9075	24.388	 4.708	
10657799	5313	 4.44	 0.9154	20.713	 0.215	
10658061	5983	 4.32	 1.1018	19.224	 0.643	BQR
10658097	5738	 4.70	 1.0300	14.285	 0.058	
10658197	4687	 4.56	 0.7518	35.517	 0.878	
10658293	4915	 4.38	 0.8122	22.240	 0.092	
10658300	5360	 4.56	 0.9277	19.864	 0.559	
10658474	6151	 4.45	 1.1546	 8.285	 0.030	
10658486	4664	 4.64	 0.7456	27.643	 0.153	
10658748	5534	 4.19	 0.9739	16.436	 0.066	
10658860	5500	 4.50	 0.9647	25.123	 4.355	
